timestamp,sensor_02,sensor_03,sensor_04,sensor_05,sensor_10,sensor_11,sensor_12,sensor_38,sensor_41,sensor_42
1524011400,-1.250047,-0.853017,-5.097687,-1.671433,-1.640850,-1.762786,-1.365488,-1.332781,-1.087392,-0.729944
1524011460,-1.285473,-0.853017,-5.120800,-1.478682,-3.861163,-4.102496,-3.182812,-1.332781,-1.087392,-0.729944
1524011520,-1.285475,-0.853017,-5.141023,-1.419624,-2.412741,-3.729212,-2.390975,-1.360139,-1.128110,-0.764040
1524011580,-1.285475,-0.853017,-5.164136,-1.470861,-1.990430,-3.110991,-1.633376,-1.414857,-1.250270,-0.832232
1524011640,-1.285475,-0.853017,-5.164136,-1.572892,-1.948936,-2.733835,-1.314018,-1.469574,-1.331711,-0.866328
1524011700,-1.285475,-0.853017,-5.174247,-1.341199,-1.848769,-2.453630,-1.159049,-1.551650,-1.413150,-0.900425
1524011760,-1.285473,-0.853017,-5.172803,-1.444730,-1.951723,-2.248524,-1.073521,-1.606367,-1.453870,-0.934520
1524011820,-1.303191,-0.853017,-5.178581,-0.845183,-2.209275,-2.157197,-1.053809,-1.688443,-1.494589,-0.934520
1524011880,-1.303190,-0.853017,-5.006682,-1.040826,-3.395412,-2.081107,-1.022144,-1.743161,-1.616748,-0.934520
1524011940,-1.303190,-0.853017,-5.149690,-0.983038,-4.788889,-3.537291,-1.210058,-1.770519,-1.616748,-1.002713
1524012000,-1.303191,-0.853017,-5.178581,-0.221374,-4.829248,-4.633785,-3.777933,-1.770519,-1.616748,-1.002713
1524012060,-1.320904,-0.853017,-5.143912,-0.666515,-4.749588,-4.623439,-3.967995,-1.770519,-1.616748,-1.036808
1524012120,-1.320904,-0.853017,-5.141023,-0.965967,-4.757819,-4.575117,-3.965501,-1.770519,-1.657469,-1.036808
1524012180,-1.320904,-0.853017,-5.167025,-0.861812,-4.756473,-4.565006,-3.965779,-1.825237,-1.657469,-1.036808
1524012240,-1.338617,-0.872240,-5.146801,-1.351492,-4.749192,-4.564428,-3.965809,-1.852595,-1.698189,-1.002713
1524012300,-1.338619,-0.872240,-5.155469,-1.713753,-4.705281,-4.552539,-3.962308,-1.852595,-1.698189,-1.002713
1524012360,-1.338619,-0.872240,-5.136690,-1.258134,-4.673280,-4.562226,-3.966029,-1.825237,-1.657469,-0.866328
1524012420,-1.338617,-0.872240,-5.125133,-1.569410,-4.729809,-4.557632,-3.961124,-1.825237,-1.657469,-0.764040
1524012480,-1.374048,-0.910690,-5.112133,-1.832942,-4.893569,-4.559161,-3.967663,-1.852595,-1.657469,-0.764040
1524012540,-1.338617,-0.910688,-5.120800,-1.357797,-5.021575,-4.567354,-3.968148,-1.907314,-1.657469,-0.832232
1524012600,-1.374048,-0.910688,-5.132356,-1.700125,-5.059072,-4.592704,-3.971259,-1.962031,-1.698189,-0.866328
1524012660,-1.374048,-0.910690,-5.156913,-1.950153,-5.137060,-4.590353,-3.971108,-1.907314,-1.698189,-0.866329
1524012720,-1.391761,-0.929912,-5.125133,-1.464704,-5.069292,-4.584091,-3.972489,-1.907314,-1.657469,-0.866328
1524012780,-1.409478,-0.929912,-5.122244,-1.892957,-5.120637,-4.547059,-3.970823,-1.907314,-1.616748,-0.729944
1524012840,-1.391761,-0.949135,-5.080353,-2.058580,-5.019947,-4.555991,-3.971459,-1.879955,-1.494589,-0.661752
1524012900,-1.427187,-0.949137,-5.126578,-1.516326,-4.973294,-4.551907,-3.969475,-1.852595,-1.413150,-0.491273
1524012960,-1.427187,-0.949135,-5.123689,-2.003588,-4.992608,-4.549017,-3.968826,-1.825237,-1.331711,-0.354888
1524013020,-1.374048,-0.968358,-5.125133,-5.491179,-5.532926,-5.007079,-3.973353,-1.770519,-1.290990,-0.252600
1524013080,-1.462618,-0.968360,-5.143912,-7.062492,-5.543614,-5.002576,-3.974507,-1.715802,-1.331711,-0.150312
1524013140,-1.498048,-0.968360,-5.133800,-7.293382,-5.582875,-5.002488,-3.977444,-1.469574,-1.331711,-0.150312
1524013200,-1.427187,-0.968360,-5.129467,-7.335752,-5.661393,-5.010881,-3.974107,-1.332781,-1.453870,-0.354888
1524013260,-1.427187,-0.968360,-5.129467,-7.335752,-5.661393,-5.010881,-3.974107,-1.332781,-1.453870,-0.354888
1524013320,-1.480335,-0.968358,-5.116466,-7.336616,-5.697673,-5.018465,-3.974150,-1.305422,-1.494589,-0.423081
1524013380,-1.232334,-0.949135,-5.126578,-7.336749,-5.722708,-5.023883,-3.972584,-1.223346,-1.535309,-0.559464
1524013440,-1.427187,-0.949137,-5.138134,-7.336773,-5.737790,-5.016957,-3.971028,-1.168629,-1.616748,-0.661752
1524013500,-1.409478,-0.949135,-5.117911,-7.336773,-5.749759,-5.019265,-3.972390,-1.086553,-1.657469,-0.729944
1524013560,-1.374048,-0.929912,-5.132356,-7.336773,-5.774122,-5.020281,-3.966022,-1.059193,-1.657469,-0.832232
1524013620,-1.409478,-0.929913,-5.126578,-7.336773,-5.807511,-5.031383,-3.967149,-1.004476,-1.616748,-0.900425
1524013680,-1.409478,-0.929912,-5.122244,-7.336773,-5.856789,-5.033736,-3.964585,-0.949758,-1.331711,-0.900425
1524013740,-1.391761,-0.910690,-5.116466,-7.336773,-5.851102,-5.041425,-3.963890,-0.895041,-1.128110,-0.832232
1524013800,-1.374048,-0.910688,-5.159802,-7.336773,-5.882860,-5.066574,-3.973055,-0.867682,-0.924512,-0.764040
1524013860,-1.374048,-0.910690,-5.159802,-7.336773,-5.882860,-5.066574,-3.973055,-0.867682,-0.924512,-0.764040
1524013920,-1.338617,-0.872240,-5.169914,-7.336773,-5.887496,-5.066359,-3.995905,-0.812965,-0.639472,-0.832232
1524013980,-1.338617,-0.872240,-5.149185,-7.336773,-5.898247,-5.064835,-3.995735,-0.785606,-0.476594,-0.764040
1524014040,-1.374048,-0.872240,-5.126072,-7.336773,-5.900055,-5.074629,-4.004230,-0.758248,-0.435874,-0.764040
